Transcription	Gloss	Translation	Orthography	Notes	ID	RecordingQaulity	Date	Location	Speaker	Filename
iɻɒŋkʰ jeɻkʰ-ɒ-n	they sing-PST-3PL	they sang	իրանք երգան		NK_03_09_21_055	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_055_iɻɒŋkʰ jeɻkʰ-ɒ-n
iɻɒŋkʰ jeɻkʰ-e-l-uw ∅-i-n	they sing-TH-INF-FUT.CVB is-PST-3PL	they were going to sing	իրանք երգելու ին		NK_03_09_21_056	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_056_iɻɒŋkʰ jeɻkʰ-e-l-uw ∅-i-n
iɻɒŋkʰ jeɻkʰ-e-l-uw e-n	they sing-TH-INF-FUT.CVB is-3PL	they will sing	իրանք երգելու են		NK_03_09_21_057	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_057_iɻɒŋkʰ jeɻkʰ-e-l-uw e-n
iɻɒŋkʰ jeɻkʰ-eɻ e-n	they sing-PERF.CVB is-3PL	they have sung	իրանք երգեր են		NK_03_09_21_058	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_058_iɻɒŋkʰ jeɻkʰ-eɻ e-n
iɻɒŋkʰ jeɻkʰ-um ∅-i-n	they sing-IMPF.CVB is-PST-3PL	they were singing	իրանք երգում ին		NK_03_09_21_059	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_059_iɻɒŋkʰ jeɻkʰ-um ∅-i-n
iɻɒŋkʰ jeɻkʰ-um ∅-i-n	they sing-IMPF.CVB is-3PL	they were singing	իրանք երգում ին		NK_03_09_21_060	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_060_iɻɒŋkʰ jeɻkʰ-um ∅-i-n
iɻɒŋkʰ jeɻkʰ-um ∅-i-n	they sing-IMPF.CVB is-3PL	they were singing	իրանք երգում ին		NK_03_09_21_061	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_061_iɻɒŋkʰ jeɻkʰ-um ∅-i-n
iɻɒŋkʰ mɒkʰuɻ e-n	they clean is-1PL	They are happy	Իրանք մաքուր են		NK_12_16_21_089	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_089_iɻɒŋkʰ mɒkʰuɻ e-n
iɻɒŋkʰ mɒkʰuɻ e-n	they clean is-1PL	They are happy	Իրանք մաքուր են		NK_12_16_21_090	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_090_iɻɒŋkʰ mɒkʰuɻ e-n
it͡ʃʰ-n-e-l	fall-VX-TH-INF	to fall	իջնել		NK_05_01_21_090	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_090_it͡ʃʰ-n-e-l
it͡ʃʰ-n-e-l	fall-VX-TH-INF	to fall	իջնել		NK_05_01_21_091	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_091_it͡ʃʰ-n-e-l
jepʰ	when	when	եբ		NK_02_15_22_032	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_032_jepʰ
jeɻk-ʰeɻ e-m	sing-PERF.CVB is-1SG	I have sung	երգեր եմ		NK_05_01_21_092	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_092_jeɻk-ʰeɻ e-m
jeɻkʰ e-m jeɻkʰ-eh	song is-1PL sing-PERF.CVB	I have sung a song	երգ եմ երգե		NK_03_09_21_063	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_063_jeɻkʰ e-m jeɻkʰ-eh
jeɻkʰ-ɒt͡sʰ	sing-RPTCP	sung	երգած		NK_03_23_21_063	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_063_jeɻkʰ-ɒt͡sʰ
jeɻkʰ-ɒt͡sʰ	sing-RPTCP	sung	երգած		NK_03_23_21_064	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_064_jeɻkʰ-ɒt͡sʰ
jeɻkʰ-ɒt͡sʰ	sing-RPTCP	sung	երգած		NK_03_23_21_065	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_065_jeɻkʰ-ɒt͡sʰ
jeɻkʰ-e-l	sing-TH-INF	to sing	երգել		NK_03_09_21_064	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_064_jeɻkʰ-e-l
jeɻkʰ-e-l	sing-TH-INF	to sing	երգել		NK_03_09_21_065	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_065_jeɻkʰ-e-l
jeɻkʰ-e-m	sing-TH-1SG	(If) I sing	երգեմ		NK_03_09_21_066	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_066_jeɻkʰ-e-m
jeɻkʰ-e-n	sing-TH-3PL	(If) they sing	երգեն		NK_03_09_21_067	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_067_jeɻkʰ-e-n
jeɻkʰ-e-ŋkʰ	sing-TH-1PL	(If) we sing	երգենք		NK_03_09_21_068	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_068_jeɻkʰ-e-ŋkʰ
jeɻkʰ-e-ŋkʰ	sing-TH-1PL	(If) we sing	երգենք		NK_03_09_21_069	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_069_jeɻkʰ-e-ŋkʰ
jeɻkʰ-e-s	sing-TH-2SG	(If) you.SG sing	երգես		NK_03_09_21_070	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_070_jeɻkʰ-e-s
jeɻkʰ-ekʰ	sing-IMP.2PL	sing.PL!	երգէք		NK_03_09_21_071	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_071_jeɻkʰ-ekʰ
jeɻkʰ-ekʰ	sing-IMP.2PL	sing.PL!	երգէք		NK_03_09_21_072	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_072_jeɻkʰ-ekʰ
jeɻkʰ-eɻ e-m	sing-PERF.CVB is-1SG	I have sung	երգեր եմ		NK_03_09_21_073	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_073_jeɻkʰ-eɻ e-m
jeɻkʰ-eɻ e-m	sing-PERF.CVB is-1SG	I have sung	երգեր եմ		NK_03_09_21_074	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_074_jeɻkʰ-eɻ e-m
jeɻkʰ-i	sing-IMP.2SG	sing.SG!	երգի		NK_03_09_21_075	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_075_jeɻkʰ-i
jeɻkʰ-i	sing-IMP.2SG	sing.SG!	երգի		NK_03_09_21_076	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_076_jeɻkʰ-i
jeɻkʰ-it͡ʃʰ	sing-NMLZ	singer	երգիչ		NK_03_23_21_066	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_066_jeɻkʰ-it͡ʃʰ
jeɻkʰ-oʁ	sing-SPTCP	singer	երգող	Q	NK_03_23_21_067	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_067_jeɻkʰ-oʁ
jeɻkʰ-v-e-l	sing-PASS-TH-INF	to be sung	երգուել		NK_03_23_21_068	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_068_jeɻkʰ-v-e-l
jeɻkʰə-v-um ɒ	sing-PASS-IMPF.CVB is	it is sung	երգուում ա		NK_03_23_21_069	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_069_jeɻkʰə-v-um ɒ
jeɻpʰ	when	when	երբ		NK_02_15_22_035	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_035_jeɻpʰ
jeɻpʰ e-s ɡiɻkʰ-ə təv-e d͡ʒon-i-n	when is-2SG book-DEF give-PERF.CVB John-DAT-DEF	when have you given the book to John	երբ ես գիրքը տուե Ջոնին		NK_03_09_21_077	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_077_jeɻpʰ e-s ɡiɻkʰ-ə təv-e d͡ʒon-i-n
jeɻpʰ e-s ɡiɻkʰ-ə təv-e d͡ʒon-i-n	when is-2SG book-DEF give-PERF.CVB John-DAT-DEF	when have you given the book to John	երբ ես գիրքը տուե Ջոնին		NK_03_09_21_078	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_078_jeɻpʰ e-s ɡiɻkʰ-ə təv-e d͡ʒon-i-n
jeɻpʰ-vɒ	when-GEN	when's?	երբուայ		NK_02_15_22_033	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_033_jeɻpʰ-vɒ
jeɻpʰ-vɒn-it͡sʰ	when-DAT-ABL	from when	երբուանից		NK_02_15_22_034	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_034_jeɻpʰ-vɒn-it͡sʰ
jeʁuŋɡ	nail	nail	եղունգ		NK_03_23_21_070	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_070_jeʁuŋɡ
jes ɒɻɒm-i-n ɡiɻkʰ təv-ɑ-m	I Aram-DAT-DEF book give-PST-1SG	I gave books to Aram	Ես Արամին գիրք տուամ		NK_12_16_21_091	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_091_jes ɒɻɒm-i-n ɡiɻkʰ təv-ɑ-m
jes d͡ʒon-i het kə-χos-ɒ-m	I John-GEN with COND-speak-TH-1SG	I shall speak with John	ես Ջոնի հետ կը խօսամ		NK_03_09_21_079	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_079_jes d͡ʒon-i het kə-χos-ɒ-m
jes d͡ʒon-i-n e-m təv-e ɡiɻkʰ-ə	I John-DAT-GEN is-1SG give-PERF.CVB book-DEF	I gave the book to JOHN	ես Ջոնին եմ տուե գիրքը		NK_03_09_21_080	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_080_jes d͡ʒon-i-n e-m təv-e ɡiɻkʰ-ə
jes el e-m kɒtu	I also is-1SG cat	I also am a cat	ես էլ եմ կատու		NK_12_16_21_092	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_092_jes el e-m kɒtu
jes es jeɻkʰ-ə voɻ	I this song-DEF that	this song that...	ես էս երգը որ		NK_03_09_21_081	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_081_jes es jeɻkʰ-ə voɻ
jes es jeɻkʰ-ən e-m jeɻkʰ-e	I this song-DEF is-1SG sing-PERF.CVB	this book I have sung	ես էս երգն եմ երգե		NK_03_09_21_082	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_082_jes es jeɻkʰ-ən e-m jeɻkʰ-e
jes es jeɻkʰ-ən e-m jeɻkʰ-e	I this song-DEF is-1SG sing-PERF.CVB	this book I have sung	ես էս երգն եմ երգե		NK_03_09_21_083	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_083_jes es jeɻkʰ-ən e-m jeɻkʰ-e
jes es jeɻkʰ-ən e-m jeɻkʰ-e	I this song-DEF is-1SG sing-PERF.CVB	this book I have sung	ես էս երգն եմ երգե		NK_03_09_21_084	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_084_jes es jeɻkʰ-ən e-m jeɻkʰ-e
jes es lezu-n kə-χos-ɒ-m	I this language-DEF COND-speak-TH-1SG	I speak this language	ես էս լեզուն կը խօսամ		NK_03_09_21_085	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_085_jes es lezu-n kə-χos-ɒ-m
jes es lezu-n kʰo het kə-χos-ɒ-m	I this language-DEF you.SG.GEN with COND-speak-TH-1SG	I shall speak this language with you.SG	ես էս լեզուն քո հետ կը խօսամ		NK_03_09_21_086	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_086_jes es lezu-n kʰo het kə-χos-ɒ-m
jes esoɻ e-m təv-e d͡ʒon-i-n	I today is-1SG sing-PERF.CVB	I have given it to John TODAY	ես էսոր եմ տուե Ջոնին		NK_03_09_21_087	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_087_jes esoɻ e-m təv-e d͡ʒon-i-n
jes iɻɒn siɻ-um ∅-i-m	I he.DAT like-IMPF.CVB is-PST-1SG	I loved him	ես իրան սիրում իմ		NK_03_09_21_088	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_088_jes iɻɒn siɻ-um ∅-i-m
jes jeɻkʰ e-m jeɻkʰ-e	I song is-1SG sing-PERF.CVB	I have sung a song	ես երգ եմ երգե		NK_03_09_21_089	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_089_jes jeɻkʰ e-m jeɻkʰ-e
jes jeɻkʰ e-m jeɻkʰ-e	I song is-1SG sing-PERF.CVB	I have sung a song	ես երգ եմ երգե		NK_03_09_21_090	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_090_jes jeɻkʰ e-m jeɻkʰ-e
jes jeɻkʰ e-m jeɻkʰ-eh	I song is-1SG sing-PERF.CVB	I have sung a song	ես երգ եմ երգե		NK_03_09_21_091	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_091_jes jeɻkʰ e-m jeɻkʰ-eh
jes jeɻkʰ e-m jeɻkʰ-eh	I song is-1SG sing-PERF.CVB	I have sung a song	ես երգ եմ երգե		NK_03_09_21_092	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_092_jes jeɻkʰ e-m jeɻkʰ-eh
jes jeɻkʰ e-m jeɻkʰ-eh	I song is-1SG sing-PERF.CVB	I have sung a song	ես երգ եմ երգե		NK_03_09_21_093	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_093_jes jeɻkʰ e-m jeɻkʰ-eh
jes jeɻkʰ jeɻkʰ-el e-m	I song sing-PERF.CVB is-1SG	I have song a something 	ես երգ երգել եմ	unclear context on when she says she would say it	NK_03_09_21_094	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_094_jes jeɻkʰ jeɻkʰ-el e-m
jes jeɻkʰ-ɒ-m	I sing-PST-1SG	I sang	ես երգամ		NK_03_09_21_095	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_095_jes jeɻkʰ-ɒ-m
jes jeɻkʰ-ɒ-m	I sing-PST-1SG	I sang	ես երգամ		NK_03_09_21_096	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_096_jes jeɻkʰ-ɒ-m
jes jeɻkʰ-e-l-uw ∅-i-m	I sing-TH-INF-FUT.CVB is-PST-1SG	I will sing	ես երգելու իմ		NK_03_09_21_097	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_097_jes jeɻkʰ-e-l-uw ∅-i-m
jes jeɻkʰ-e-l-uw ∅-i-m	I sing-TH-INF-FUT.CVB is-PST-1SG	I was going to sing	ես երգելու իմ		NK_03_09_21_098	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_098_jes jeɻkʰ-e-l-uw ∅-i-m
jes jeɻkʰ-e-l-uw ∅-i-m	I sing-TH-INF-FUT.CVB is-PST-1SG	I was going to sing	ես երգելու իմ		NK_03_09_21_099	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_099_jes jeɻkʰ-e-l-uw ∅-i-m
jes jeɻkʰ-e-l-uw e-m	I sing-TH-INF-FUT.CVB is-1SG	I will sing	ես երգելու եմ		NK_03_09_21_100	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_100_jes jeɻkʰ-e-l-uw e-m
jes jeɻkʰ-e-l-uw e-m	I sing-TH-INF-FUT.CVB is-1SG	I will sing	ես երգելու եմ		NK_03_09_21_101	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_101_jes jeɻkʰ-e-l-uw e-m
jes jeɻkʰ-eɻ e-m	I sing-PERF.CVB is-1SG	I have sung	ես երգեր իմ		NK_03_09_21_102	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_102_jes jeɻkʰ-eɻ e-m
jes jeɻkʰ-eɻ e-m	I sing-PERF.CVB is-1SG	I have sung	ես երգեր իմ		NK_03_09_21_103	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_103_jes jeɻkʰ-eɻ e-m
jes jeɻkʰ-eɻ e-m	I sing-PERF.CVB is-1SG	I have sung	ես երգեր իմ		NK_03_09_21_104	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_104_jes jeɻkʰ-eɻ e-m
jes jeɻkʰ-eɻ e-m	I sing-PERF.CVB is-1SG	I have sung	ես երգեր իմ		NK_03_09_21_105	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_105_jes jeɻkʰ-eɻ e-m
jes jeɻkʰ-ə jeɻkʰ-el e-m	I song-DEF sing-PERF.CVB is-1SG	I have sung the song	ես երգը երգել եմ		NK_03_09_21_106	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_106_jes jeɻkʰ-ə jeɻkʰ-el e-m
jes jeɻkʰ-ə jeɻkʰ-el em voɻ mɒm-it͡sʰ e-m sovoɻ-e	I song-DEF sing-PERF.CVB is-1SG that mom-ABL is-1SG learn-PERF.CVB	I have sung the song that I learned from my mom	ես երգը երգել եմ որ մամից եմ սովորե		NK_03_09_21_107	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_107_jes jeɻkʰ-ə jeɻkʰ-el em voɻ mɒm-it͡sʰ e-m sovoɻ-e
jes jeɻkʰ-ə voɻ mɒm-it͡sʰ sovoɻ-el e-m, jeɻkʰ-ɒ-m	I song-DEF that mom-ABL learn-PERF.CVB is-1SG sing-PST-1SG	this song that I learned from my mom, I sang	ես երգը որ մամից սովորել եմ, երգամ		NK_03_09_21_108	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_108_jes jeɻkʰ-ə voɻ mɒm-it͡sʰ sovoɻ-el e-m, jeɻkʰ-ɒ-m
jes jeɻkʰ-ə voɻ mɒm-it͡sʰ sovoɻ-el e-m, jes jeɻkʰ-ɒ-m	I song-DEF that mom-ABL learn-PERF.CVB is-1SG I sing-PST-1SG	this song that I learned from my mom, I sang it	ես երգը որ մամից սովորել եմ, ես երգամ		NK_03_09_21_109	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_109_jes jeɻkʰ-ə voɻ mɒm-it͡sʰ sovoɻ-el e-m, jes jeɻkʰ-ɒ-m
jes jeɻkʰ-um ∅-i-m	I sing-IMPF.CVB is-PST-1SG	I was singing	ես երգում իմ		NK_03_09_21_110	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_110_jes jeɻkʰ-um ∅-i-m
jes jeɻkʰ-um ∅-i-m	I sing-IMPF.CVB is-PST-1SG	I was singing	ես երգում իմ		NK_03_09_21_111	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_111_jes jeɻkʰ-um ∅-i-m
jes jeɻkʰ-um ∅-i-m	I sing-IMPF.CVB is-PST-1SG	I WAS singing 	ես երգում իմ	corrective focus	NK_03_09_21_112	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_112_jes jeɻkʰ-um ∅-i-m
jes jeɻkʰ-um e-m	I sing-IMPF.CVB is-1SG	I sing	ես երգում եմ		NK_03_09_21_113	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_113_jes jeɻkʰ-um e-m
jes jeɻkʰ-um e-m	I sing-IMPF.CVB is-1SG	I sing	ես երգում եմ		NK_03_09_21_114	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_114_jes jeɻkʰ-um e-m
jes jeɻkʰ-um e-m	I sing-IMPF.CVB is-1SG	I sing	ես երգում եմ		NK_03_09_21_115	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_115_jes jeɻkʰ-um e-m
jes kɒɻtʰ-ɒ-t͡sʰ-i-m	I read-TH-AOR-PST-1SG	I read.PST	ես կարդացիմ		NK_03_09_21_116	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_116_jes kɒɻtʰ-ɒ-t͡sʰ-i-m
jes kɒɻtʰ-um e-m	I read-IMPF.CVB is-1SG	I read	ես կարդում եմ		NK_03_09_21_117	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_117_jes kɒɻtʰ-um e-m
jes kə-jeɻkʰ-e-m kʰo hɒmɒɻ	I COND-sing-TH-1SG you.SG.GEN for	I shall sing for you.SG	ես կը երգեմ քո համար		NK_03_09_21_118	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_118_jes kə-jeɻkʰ-e-m kʰo hɒmɒɻ
jes kə-siɻ-e-m kʰez	I COND-like-TH-1SG you.SG.DAT	I shall like you.SG	ես կը սիրեմ քեզ		NK_03_09_21_119	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_119_jes kə-siɻ-e-m kʰez
jes kə-χos-ɒ-m	I COND-speak-TH-1SG	I shall speak	ես կը խօսամ		NK_03_09_21_120	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_120_jes kə-χos-ɒ-m
jes kʰez siɻ-um e-m	I you.SG.DAT like-IMPF.CVB is-1SG	I love you	ես քեզ սիրում եմ		NK_03_09_21_121	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_121_jes kʰez siɻ-um e-m
jes kʰo jeɻkʰ-ə kə-jeɻkʰ-e-m	I you.SG.GEN song-DEF COND-sing-TH-1SG	I shall sing your.SG song	ես քո երգը կը երգեմ		NK_03_09_21_122	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_122_jes kʰo jeɻkʰ-ə kə-jeɻkʰ-e-m
jes lɒt͡sʰ-um e-m	I cry-IMPF.CVB is-1S	I am crying	ես լացում եմ		NK_04_13_21_022	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_022_jes lɒt͡sʰ-um e-m
jes mɒkʰuɻ e-m	I clean is-1SG	I am clean	Ես մաքուր եմ		NK_12_16_21_093	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_093_jes mɒkʰuɻ e-m
jes siɻ-ɒ-t͡sʰ-eɻ e-m kʰez	I like-TH-AOR-PERF.CVB is-1SG you.SG.DAT	I have liked you.SG	ես սիրացեր եմ քեզ		NK_03_09_21_123	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_123_jes siɻ-ɒ-t͡sʰ-eɻ e-m kʰez
jes siɻ-ɒ-t͡sʰ-i-m kʰez	I like-TH-AOR-PST-1SG you.SG.DAT	I liked you.SG	ես սիրացիմ քեզ		NK_03_09_21_124	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_124_jes siɻ-ɒ-t͡sʰ-i-m kʰez
jes siɻ-um e-m kʰez	I like-IMPF.CVB is-1SG you.SG.DAT	I love you.SG	ես սիրում եմ քեզ		NK_03_09_21_125	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_125_jes siɻ-um e-m kʰez
jes χos-ɒ-t͡sʰ-i-m	I speak-TH-AOR-PST-1SG	I spoke	ես խօսացիմ		NK_03_09_21_126	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_126_jes χos-ɒ-t͡sʰ-i-m
jes χos-ɒ-t͡sʰ-i-m	I speak-TH-AOR-PST-1SG	I spoke	ես խօսացիմ		NK_03_09_21_127	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_127_jes χos-ɒ-t͡sʰ-i-m
jes χos-um e-m	I speak-IMPF.CVB is-1SG	I am speaking	ես խօսում եմ		NK_03_09_21_128	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_128_jes χos-um e-m
jetʰe	if	if	եթէ		NK_10_26_21_055	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_055_jetʰe
k-ɒ-l	come-TH-INF	to come	գալ		NK_03_23_21_071	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_071_k-ɒ-l
k-ɒs-e-m	COND-say-TH-1SG	I shall say	կ՚ասեմ		NK_03_09_21_132	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_132_k-ɒs-e-m
k-ɒs-e-m iɻɒn	COND-say-TH-1SG he.DAT	I will tell him	կ՚ասեմ իրան		NK_03_09_21_129	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_129_k-ɒs-e-m iɻɒn
k-ɒs-e-m kʰez	COND-say-TH-1SG you.SG.DAT	I will tell you.SG	կ՚ասեմ քեզ		NK_03_09_21_130	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_130_k-ɒs-e-m kʰez
k-ɒs-e-m-ət	COND-say-TH-1SG-POSS.2SG	I will tell you.SG	կ՚ասեմդ		NK_03_09_21_131	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_131_k-ɒs-e-m-ət
k-uɻɒχ-ɒ-n-ɒ-m	COND-happy-LV-INCH-TH-1SG	I shall get happy	կ՚ուրախանամ		NK_03_23_21_072	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_072_k-uɻɒχ-ɒ-n-ɒ-m
k-uɻɒχ-ɒ-n-ɒ-m	COND-happy-LV-INCH-TH-1SG	I shall get happy	կ՚ուրախանամ		NK_03_23_21_073	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_073_k-uɻɒχ-ɒ-n-ɒ-m
k-uɻɒχ-ɒ-t͡sʰn-e-m	COND-happy-LV-CAUS-TH-1SG	I shall make you happy	կ՚ուրախացնեմ		NK_03_23_21_074	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_074_k-uɻɒχ-ɒ-t͡sʰn-e-m
k-uɻɒχ-ɒ-t͡sʰn-i	COND-happy-LV-CAUS-TH	he shall make happy	կ՚ուրախացնի		NK_03_23_21_075	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_075_k-uɻɒχ-ɒ-t͡sʰn-i
kɒnt͡ʃʰ-e-l	call-TH-INF	to call	կանչել		NK_05_01_21_093	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_093_kɒnt͡ʃʰ-e-l
kɒnt͡ʃʰ-e-l	call-TH-INF	to call	կանչել		NK_05_01_21_094	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_094_kɒnt͡ʃʰ-e-l
kɒnt͡ʃʰ-e-l	call-TH-INF	to call	կանչել		NK_10_26_21_056	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_056_kɒnt͡ʃʰ-e-l
kɒŋɡən-e-l	stand-TH-INF	to stand	կանգնել		NK_05_01_21_095	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_095_kɒŋɡən-e-l
kɒŋɡən-e-l	stand-TH-INF	to stand	կանգնել		NK_05_01_21_096	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_096_kɒŋɡən-e-l
kɒp	connection	connection	կապ		NK_10_26_21_057	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_057_kɒp
kɒɻ	string	string	կար		NK_03_23_21_076	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_076_kɒɻ
kɒɻot-e-l	miss-TH-INF	to miss	կարոտել		NK_05_01_21_097	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_097_kɒɻot-e-l
kɒɻot-e-l	miss-TH-INF	to miss	կարոտել		NK_05_01_21_098	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_098_kɒɻot-e-l
kɒɻtʰ-ɒ	read-TH	read.SG!	կարդա		NK_03_09_21_139	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_139_kɒɻtʰ-ɒ
kɒɻtʰ-ɒ	read-TH	read.SG!	կարդա		NK_03_09_21_140	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_140_kɒɻtʰ-ɒ
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_03_09_21_133	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_133_kɒɻtʰ-ɒ-l
